benchmark,engine,nopm,tpm,warehouses,virtual_users,rampup_min,duration_min,scale_factor,querysets,build_sec,settle_sec,neword_avg_ms,neword_p95_ms,payment_avg_ms,payment_p95_ms,delivery_avg_ms,delivery_p95_ms,tpch_geomean_sec,tpch_total_sec
TPC-C,TidesDB,82145,190760,40,8,1,2,,,144,5,3.12,4.522,1.2,2.277,8.822,14.116,,,
