engine,test_name,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,threads,num_operations,batch_size,key_size,value_size,range_size,sync_enabled
tidesdb,write_seq_10M_block,PUT,4945642.44,2.022,799.20,320.42,40.09,738.00,1096.00,2684.00,472.00,6538.00,1930.84,2565.64,0.00,1231.66,9.855,1.340,388.7,110.56,1.11,0.00,0.10,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_10M_block,ITER,11670259.16,0.857,,,,,,,,1930.84,2565.64,0.00,1231.66,9.855,1.340,388.7,110.56,1.11,0.00,0.10,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_10M_btree,PUT,4945099.51,2.022,793.30,155.00,19.54,771.00,1013.00,1228.00,492.00,3590.00,2556.60,2794.39,0.00,1590.21,8.877,5.202,323.6,1155.41,1.44,0.00,1.04,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_10M_btree,ITER,4297227.17,2.327,,,,,,,,2556.60,2794.39,0.00,1590.21,8.877,5.202,323.6,1155.41,1.44,0.00,1.04,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_random_10M_block,PUT,1198760.19,8.342,3322.56,2177.38,65.53,3148.00,5707.00,6514.00,733.00,91409.00,1059.82,1831.91,0.00,1282.06,43.331,1.405,453.3,84.01,1.16,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_10M_block,ITER,6559798.80,1.524,,,,,,,,1059.82,1831.91,0.00,1282.06,43.331,1.405,453.3,84.01,1.16,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_10M_btree,PUT,1656394.54,6.037,2370.76,673.10,28.39,2363.00,3431.00,4046.00,754.00,16793.00,2574.05,2791.50,0.02,1737.80,27.544,6.101,337.3,1165.78,1.57,0.00,1.05,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_10M_btree,ITER,2539571.60,3.938,,,,,,,,2574.05,2791.50,0.02,1737.80,27.544,6.101,337.3,1165.78,1.57,0.00,1.05,write,random,4,10000000,1000,16,100,100,0
tidesdb,read_random_10M_block_populate,PUT,1189400.63,8.408,3306.99,2993.00,90.51,3104.00,5574.00,6493.00,753.00,92407.00,933.18,1765.62,0.00,1304.92,44.594,1.600,450.3,84.90,1.18,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,read_random_10M_block_populate,ITER,5404905.82,1.850,,,,,,,,933.18,1765.62,0.00,1304.92,44.594,1.600,450.3,84.90,1.18,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
