engine,phase,elapsed_s,bytes,mb
rocksdb,prepare,209.9,2543054848,2425.2
rocksdb,prepare,212.9,2499342336,2383.6
rocksdb,prepare,216.0,2813100032,2682.8
rocksdb,prepare,219.0,2901106688,2766.7
rocksdb,prepare,222.0,3130499072,2985.5
rocksdb,prepare,225.0,3346694144,3191.7
rocksdb,prepare,228.0,3091910656,2948.7
rocksdb,prepare,231.1,3418300416,3259.9
rocksdb,prepare,234.1,3499503616,3337.4
rocksdb,prepare,237.1,3649245184,3480.2
rocksdb,prepare,240.2,3951898624,3768.8
rocksdb,prepare,243.3,3697111040,3525.8
rocksdb,prepare,246.3,3863220224,3684.3
rocksdb,prepare,249.3,4111507456,3921.0
rocksdb,prepare,252.5,4254437376,4057.3
rocksdb,prepare,255.5,4484825088,4277.1
rocksdb,prepare,258.5,4673605632,4457.1
rocksdb,prepare,261.5,4302462976,4103.1
rocksdb,prepare,264.6,4475383808,4268.1
rocksdb,prepare,267.6,4710047744,4491.9
rocksdb,prepare,270.6,4859789312,4634.7
rocksdb,prepare,273.6,5016350720,4784.0
rocksdb,prepare,276.6,5299560448,5054.1
rocksdb,prepare,279.7,5347368960,5099.6
rocksdb,prepare,282.7,4907651072,4680.3
rocksdb,prepare,285.7,5234053120,4991.6
rocksdb,prepare,288.7,5396439040,5146.4
rocksdb,prepare,291.7,5464993792,5211.8
rocksdb,prepare,294.7,5675925504,5413.0
rocksdb,prepare,297.8,5973319680,5696.6
rocksdb,prepare,300.8,6021132288,5742.2
rocksdb,prepare,303.8,5493411840,5238.9
rocksdb,prepare,307.0,5605277696,5345.6
rocksdb,prepare,310.0,5925847040,5651.3
rocksdb,prepare,313.1,6068781056,5787.6
rocksdb,prepare,316.1,6156787712,5871.6
rocksdb,prepare,319.1,6528004096,6225.6
rocksdb,prepare,322.1,6507261952,6205.8
rocksdb,prepare,325.2,6712930304,6401.9
rocksdb,prepare,328.2,6918594560,6598.1
rocksdb,prepare,331.2,6194745344,5907.8
rocksdb,prepare,334.2,6531067904,6228.5
rocksdb,prepare,337.4,6693449728,6383.4
rocksdb,prepare,340.4,6830559232,6514.1
rocksdb,prepare,343.4,7270322176,6933.5
rocksdb,prepare,346.4,7318138880,6979.1
rocksdb,prepare,349.5,7523803136,7175.3
rocksdb,prepare,352.5,7627522048,7274.2
rocksdb,prepare,355.5,6982791168,6659.3
rocksdb,prepare,358.5,2936930304,2800.9
rocksdb,prepare,361.5,3157368832,3011.1
rocksdb,prepare,364.6,3294478336,3141.9
rocksdb,prepare,367.6,3431587840,3272.6
rocksdb,prepare,370.6,3637252096,3468.8
rocksdb,prepare,373.6,3774361600,3599.5
rocksdb,prepare,376.6,3352907776,3197.6
rocksdb,prepare,379.7,3495276544,3333.4
rocksdb,prepare,382.7,3780997120,3605.8
rocksdb,prepare,385.7,3917541376,3736.1
rocksdb,prepare,388.7,4046036992,3858.6
rocksdb,prepare,391.7,4251697152,4054.7
rocksdb,prepare,394.7,4457361408,4250.9
rocksdb,prepare,397.7,3720642560,3548.3
rocksdb,prepare,400.7,3844124672,3666.0
rocksdb,prepare,403.8,4049788928,3862.2
rocksdb,prepare,406.8,4186898432,3992.9
rocksdb,prepare,409.8,4392562688,4189.1
rocksdb,prepare,412.8,3902468096,3721.7
rocksdb,prepare,415.8,4040212480,3853.0
rocksdb,prepare,418.8,4189962240,3995.9
rocksdb,prepare,421.8,4395622400,4192.0
rocksdb,prepare,424.8,4532736000,4322.8
rocksdb,prepare,427.8,4738396160,4518.9
rocksdb,prepare,430.8,4058107904,3870.1
rocksdb,prepare,433.9,4304850944,4105.4
rocksdb,prepare,436.9,4467236864,4260.3
rocksdb,prepare,439.9,4604346368,4391.0
rocksdb,prepare,442.9,4741455872,4521.8
rocksdb,prepare,445.9,4878565376,4652.6
rocksdb,prepare,448.9,5015674880,4783.3
rocksdb,prepare,451.9,5221339136,4979.5
rocksdb,prepare,455.0,5358448640,5110.2
rocksdb,prepare,458.0,4731445248,4512.3
rocksdb,prepare,461.0,4929155072,4700.8
rocksdb,prepare,464.0,5081534464,4846.1
rocksdb,prepare,467.0,5218643968,4976.9
rocksdb,prepare,470.0,5355757568,5107.6
rocksdb,prepare,473.0,5561417728,5303.8
rocksdb,prepare,476.3,5698531328,5434.5
rocksdb,prepare,479.5,4766822400,4546.0
rocksdb,prepare,482.5,5075308544,4840.2
rocksdb,prepare,485.5,5225058304,4983.0
rocksdb,prepare,488.5,5293613056,5048.4
rocksdb,prepare,491.6,5430722560,5179.1
rocksdb,prepare,494.6,5636386816,5375.3
rocksdb,prepare,497.6,5773496320,5506.0
rocksdb,prepare,500.6,5910609920,5636.8
rocksdb,prepare,503.6,5186478080,4946.2
rocksdb,prepare,506.6,5420580864,5169.5
rocksdb,prepare,509.8,5436882944,5185.0
rocksdb,prepare,512.8,5609811968,5349.9
rocksdb,prepare,515.8,5858103296,5586.7
rocksdb,prepare,518.8,6001041408,5723.0
rocksdb,prepare,521.8,6138150912,5853.8
rocksdb,prepare,524.8,6275260416,5984.6
rocksdb,prepare,527.8,6412374016,6115.3
rocksdb,prepare,530.8,6553673728,6250.1
rocksdb,prepare,533.8,6850850816,6533.5
rocksdb,prepare,536.8,7056519168,6729.6
rocksdb,prepare,539.8,6177103872,5890.9
rocksdb,prepare,542.9,6325723136,6032.7
rocksdb,prepare,545.9,6543290368,6240.2
rocksdb,prepare,548.9,6649196544,6341.2
rocksdb,prepare,551.9,6891081728,6571.8
rocksdb,prepare,554.9,6478209024,6178.1
rocksdb,prepare,557.9,6546763776,6243.5
rocksdb,prepare,561.0,6752559104,6439.7
rocksdb,prepare,564.0,6821113856,6505.1
rocksdb,prepare,567.0,7113244672,6783.7
rocksdb,prepare,570.0,7250354176,6914.5
rocksdb,prepare,573.1,7410536448,7067.2
rocksdb,prepare,576.1,6811537408,6496.0
rocksdb,prepare,579.1,7065653248,6738.3
rocksdb,prepare,582.1,7271317504,6934.5
rocksdb,prepare,585.1,7408431104,7065.2
rocksdb,prepare,588.2,7545536512,7196.0
rocksdb,prepare,591.2,7682646016,7326.7
rocksdb,prepare,594.2,7090356224,6761.9
rocksdb,prepare,597.2,7256461312,6920.3
rocksdb,prepare,600.2,7490568192,7143.6
rocksdb,prepare,603.2,7653089280,7298.6
rocksdb,prepare,606.2,7790198784,7429.3
rocksdb,prepare,609.3,8020582400,7649.0
rocksdb,prepare,612.3,8140668928,7763.5
rocksdb,prepare,615.3,8277778432,7894.3
rocksdb,prepare,618.3,8483446784,8090.4
rocksdb,prepare,621.3,8569524224,8172.5
rocksdb,prepare,624.4,7855968256,7492.0
rocksdb,prepare,627.4,8095899648,7720.9
rocksdb,prepare,630.4,8338919424,7952.6
rocksdb,prepare,633.4,4306513920,4107.0
rocksdb,prepare,636.4,4312293376,4112.5
rocksdb,prepare,639.4,4517957632,4308.7
rocksdb,prepare,642.5,4672970752,4456.5
rocksdb,prepare,645.5,4878635008,4652.6
rocksdb,prepare,648.5,5015744512,4783.4
rocksdb,prepare,651.5,4293021696,4094.1
rocksdb,prepare,654.5,4386295808,4183.1
rocksdb,prepare,657.5,4792631296,4570.6
rocksdb,prepare,660.5,4850659328,4625.9
rocksdb,prepare,663.5,4854906880,4630.0
rocksdb,prepare,666.5,5064286208,4829.7
rocksdb,prepare,669.5,5063000064,4828.5
rocksdb,prepare,672.5,5200109568,4959.2
rocksdb,prepare,675.6,5492240384,5237.8
rocksdb,prepare,678.6,5629349888,5368.6
rocksdb,prepare,681.6,5835010048,5564.7
rocksdb,prepare,684.6,4843950080,4619.6
rocksdb,prepare,687.8,5085421568,4849.8
rocksdb,prepare,690.9,5235167232,4992.6
rocksdb,prepare,693.9,5372276736,5123.4
rocksdb,prepare,696.9,5509386240,5254.2
rocksdb,prepare,699.9,5646499840,5384.9
rocksdb,prepare,702.9,6086397952,5804.4
rocksdb,prepare,705.9,6134214656,5850.0
rocksdb,prepare,708.9,6315126784,6022.6
rocksdb,prepare,712.0,5430755328,5179.2
rocksdb,prepare,715.0,5608300544,5348.5
rocksdb,prepare,718.0,5702135808,5438.0
rocksdb,prepare,721.0,5907800064,5634.1
rocksdb,prepare,724.0,6199922688,5912.7
rocksdb,prepare,727.0,6337036288,6043.5
rocksdb,prepare,730.1,6611255296,6305.0
rocksdb,prepare,733.1,6816919552,6501.1
rocksdb,prepare,736.1,5965815808,5689.4
rocksdb,prepare,739.2,6349492224,6055.3
rocksdb,prepare,742.2,6417477632,6120.2
rocksdb,prepare,745.2,6553989120,6250.4
rocksdb,prepare,748.2,6759653376,6446.5
rocksdb,prepare,751.2,6965313536,6642.6
rocksdb,prepare,754.2,7102423040,6773.4
rocksdb,prepare,757.3,7239532544,6904.2
rocksdb,prepare,760.3,7376642048,7034.9
rocksdb,prepare,763.3,7107170304,6777.9
rocksdb,prepare,766.3,6101868544,5819.2
rocksdb,prepare,769.3,6297886720,6006.1
rocksdb,run,772.3,6327726080,6034.6
rocksdb,run,775.3,6295859200,6004.2
rocksdb,run,778.3,6285987840,5994.8
rocksdb,run,781.4,6281990144,5991.0
rocksdb,run,784.4,6248239104,5958.8
rocksdb,run,787.4,6248239104,5958.8
rocksdb,run,790.4,6248239104,5958.8
rocksdb,run,793.4,6331711488,6038.4
rocksdb,run,796.4,6331711488,6038.4
rocksdb,run,799.5,6331711488,6038.4
rocksdb,run,802.5,6331711488,6038.4
rocksdb,run,805.5,6331711488,6038.4
rocksdb,run,808.5,6331711488,6038.4
rocksdb,run,811.5,6331711488,6038.4
rocksdb,run,814.5,6331711488,6038.4
rocksdb,run,817.5,6331711488,6038.4
rocksdb,run,820.6,6331711488,6038.4
rocksdb,run,823.6,6331711488,6038.4
rocksdb,run,826.6,6331711488,6038.4
rocksdb,run,829.6,6331711488,6038.4
rocksdb,run,832.6,6331711488,6038.4
rocksdb,run,835.6,6331711488,6038.4
rocksdb,run,838.7,6331711488,6038.4
rocksdb,run,841.7,6331711488,6038.4
rocksdb,run,844.7,6331711488,6038.4
rocksdb,run,847.7,6331711488,6038.4
rocksdb,run,850.7,6331711488,6038.4
rocksdb,run,853.7,6331711488,6038.4
rocksdb,run,856.8,6331711488,6038.4
rocksdb,run,859.8,6331711488,6038.4
rocksdb,run,862.8,6331711488,6038.4
rocksdb,run,865.8,6331711488,6038.4
rocksdb,run,868.8,6331711488,6038.4
rocksdb,run,871.8,6331711488,6038.4
rocksdb,run,874.9,6412709888,6115.6
rocksdb,run,877.9,6412709888,6115.6
rocksdb,run,880.9,6412709888,6115.6
rocksdb,run,883.9,6412709888,6115.6
rocksdb,run,886.9,6412709888,6115.6
rocksdb,run,889.9,6412709888,6115.6
tidesdb,prepare,0.0,4096,0.0
tidesdb,prepare,3.0,1073803264,1024.1
tidesdb,prepare,6.0,1934151680,1844.6
tidesdb,prepare,9.0,2700431360,2575.3
tidesdb,prepare,12.0,3237289984,3087.3
tidesdb,prepare,15.0,2891460608,2757.5
tidesdb,prepare,18.1,3629678592,3461.5
tidesdb,prepare,21.8,3891023872,3710.8
tidesdb,prepare,24.9,3952078848,3769.0
tidesdb,prepare,28.6,4239302656,4042.9
tidesdb,prepare,31.6,4281982976,4083.6
tidesdb,prepare,34.6,4452757504,4246.5
tidesdb,prepare,37.6,4170354688,3977.2
tidesdb,prepare,40.6,4434927616,4229.5
tidesdb,prepare,43.6,5035069440,4801.8
tidesdb,prepare,46.6,5208236032,4967.0
tidesdb,prepare,49.6,5610913792,5351.0
tidesdb,prepare,52.6,5826633728,5556.7
tidesdb,prepare,55.6,5886021632,5613.3
tidesdb,prepare,58.7,6200074240,5912.9
tidesdb,prepare,61.7,5806407680,5537.4
tidesdb,prepare,64.7,6209073152,5921.4
tidesdb,prepare,67.7,6252752896,5963.1
tidesdb,prepare,70.7,5264797696,5020.9
tidesdb,prepare,73.7,5331898368,5084.9
tidesdb,run,81.3,5483728896,5229.7
tidesdb,run,84.3,5626077184,5365.4
tidesdb,run,87.3,5827403776,5557.4
tidesdb,run,90.3,6095839232,5813.4
tidesdb,run,93.4,6230061056,5941.4
tidesdb,run,96.4,6431383552,6133.4
tidesdb,run,99.4,6699819008,6389.4
tidesdb,run,102.4,6901149696,6581.4
tidesdb,run,105.4,6475313152,6175.3
tidesdb,run,108.7,6546255872,6243.0
tidesdb,run,111.8,5815246848,5545.9
tidesdb,run,114.8,5792391168,5524.1
tidesdb,run,117.9,5620273152,5359.9
tidesdb,run,120.9,5790838784,5522.6
tidesdb,run,123.9,6010347520,5731.9
tidesdb,run,126.9,6229848064,5941.2
tidesdb,run,129.9,6467506176,6167.9
tidesdb,run,132.9,6705172480,6394.6
tidesdb,run,135.9,7009861632,6685.1
tidesdb,run,138.9,7314800640,6975.9
tidesdb,run,142.0,7314788352,6975.9
tidesdb,run,145.0,7552614400,7202.7
tidesdb,run,148.0,7839313920,7476.2
tidesdb,run,151.1,7924658176,7557.5
tidesdb,run,154.1,8229605376,7848.4
tidesdb,run,157.1,8458309632,8066.5
tidesdb,run,160.1,8619900928,8220.6
tidesdb,run,163.1,8839475200,8430.0
tidesdb,run,166.1,9135300608,8712.1
tidesdb,run,169.1,8263155712,7880.4
tidesdb,run,172.2,6267633664,5977.3
tidesdb,run,175.2,5265006592,5021.1
tidesdb,run,178.2,5265006592,5021.1
tidesdb,run,181.2,5265006592,5021.1
tidesdb,run,184.2,5265006592,5021.1
tidesdb,run,187.2,5265006592,5021.1
tidesdb,run,190.3,5265006592,5021.1
tidesdb,run,193.3,5265006592,5021.1
tidesdb,run,196.3,5265006592,5021.1
