engine,test_name,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,threads,num_operations,batch_size,key_size,value_size,range_size,sync_enabled
tidesdb,glibc_churn_small_t1,PUT,289272.22,17.285,3.28,187.57,5715.09,3.00,5.00,8.00,1.00,384439.00,550.90,926.55,0.03,547.15,15.089,7.381,119.7,34.35,1.43,0.00,0.09,write,random,1,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t1,ITER,4403905.03,1.135,,,,,,,,550.90,926.55,0.03,547.15,15.089,7.381,119.7,34.35,1.43,0.00,0.09,write,random,1,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t4,PUT,830638.05,6.019,4.53,48.13,1061.54,4.00,7.00,9.00,1.00,102702.00,626.70,1146.95,0.00,578.93,16.991,12.381,389.8,52.78,1.52,0.00,0.14,write,random,4,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t4,ITER,4342498.03,1.151,,,,,,,,626.70,1146.95,0.00,578.93,16.991,12.381,389.8,52.78,1.52,0.00,0.14,write,random,4,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t8,PUT,1066100.81,4.690,7.17,24.43,340.68,7.00,10.00,13.00,1.00,51145.00,648.93,1525.78,0.00,557.84,17.749,25.395,675.5,55.59,1.46,0.00,0.15,write,random,8,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t8,ITER,3836615.43,1.303,,,,,,,,648.93,1525.78,0.00,557.84,17.749,25.395,675.5,55.59,1.46,0.00,0.15,write,random,8,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t16,PUT,858772.17,5.822,18.15,119.25,657.02,13.00,18.00,23.00,2.00,31401.00,643.73,1401.25,0.00,585.80,20.031,52.313,965.6,58.14,1.54,0.00,0.15,write,random,16,5000000,1,16,64,100,0
tidesdb,glibc_churn_small_t16,ITER,3939619.81,1.269,,,,,,,,643.73,1401.25,0.00,585.80,20.031,52.313,965.6,58.14,1.54,0.00,0.15,write,random,16,5000000,1,16,64,100,0
tidesdb,glibc_contention_t1,PUT,747240.52,6.691,133.77,139.27,104.11,120.00,152.00,981.00,52.00,2652.00,495.43,839.79,0.00,637.42,9.928,0.681,140.0,39.35,1.15,0.00,0.07,write,random,1,5000000,100,16,100,100,0
tidesdb,glibc_contention_t1,ITER,5671306.93,0.882,,,,,,,,495.43,839.79,0.00,637.42,9.928,0.681,140.0,39.35,1.15,0.00,0.07,write,random,1,5000000,100,16,100,100,0
