engine,workload,threads,table_size,iteration,time_s,tps,qps,latency_avg_ms,latency_p95_ms
TidesDB,oltp_insert,1,1000000,1,80,16735.09,16735.09,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,90,14741.06,14741.06,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,100,15928.46,15928.46,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,110,15913.01,15913.01,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,120,16174.92,16174.92,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,130,16293.22,16293.22,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,140,16225.89,16225.89,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,150,15352.43,15352.43,0.08,0.08
TidesDB,oltp_insert,1,1000000,1,160,15234.14,15234.14,0.08,0.08
TidesDB,oltp_insert,1,1000000,1,170,15790.93,15790.93,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,180,15984.05,15984.05,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,190,16179.17,16179.17,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,200,15971.79,15971.79,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,210,15385.06,15385.06,0.08,0.08
TidesDB,oltp_insert,1,1000000,1,220,15598.27,15598.27,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,230,16513.00,16513.00,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,240,16744.11,16744.11,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,250,16491.73,16491.73,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,260,15817.29,15817.29,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,270,16428.91,16428.91,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,280,16353.90,16353.90,0.07,0.07
TidesDB,oltp_insert,1,1000000,1,290,16403.49,16403.49,0.07,0.07
TidesDB,oltp_write_only,1,1000000,1,10,3287.09,19722.64,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,20,3215.23,19291.40,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,30,3241.69,19450.43,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,40,3297.91,19787.08,0.31,0.31
TidesDB,oltp_write_only,1,1000000,1,50,3241.09,19447.03,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,60,3268.41,19610.48,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,70,2922.86,17536.96,0.35,0.35
TidesDB,oltp_write_only,1,1000000,1,80,2452.63,14715.69,0.58,0.58
TidesDB,oltp_write_only,1,1000000,1,90,3243.69,19462.03,0.31,0.31
TidesDB,oltp_write_only,1,1000000,1,100,3109.91,18659.47,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,110,3128.19,18769.43,0.39,0.39
TidesDB,oltp_write_only,1,1000000,1,120,3136.81,18820.98,0.39,0.39
TidesDB,oltp_write_only,1,1000000,1,130,3222.54,19335.15,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,140,3117.75,18706.62,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,150,3118.69,18711.72,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,160,3090.71,18544.68,0.33,0.33
TidesDB,oltp_write_only,1,1000000,1,170,3244.89,19469.11,0.31,0.31
TidesDB,oltp_write_only,1,1000000,1,180,3162.81,18977.08,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,190,3142.89,18857.04,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,200,3107.50,18645.23,0.33,0.33
TidesDB,oltp_write_only,1,1000000,1,210,3104.80,18628.57,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,220,3142.21,18853.07,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,230,3067.79,18407.23,0.33,0.33
TidesDB,oltp_write_only,1,1000000,1,240,3065.51,18392.77,0.33,0.33
TidesDB,oltp_write_only,1,1000000,1,250,3083.89,18503.52,0.33,0.33
TidesDB,oltp_write_only,1,1000000,1,260,3188.01,19128.18,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,270,3198.09,19188.52,0.32,0.32
TidesDB,oltp_write_only,1,1000000,1,280,2875.81,17254.76,0.42,0.42
TidesDB,oltp_write_only,1,1000000,1,290,2953.89,17723.24,0.45,0.45
InnoDB,oltp_read_write,1,1000000,1,10,684.53,13692.22,1.52,1.52
InnoDB,oltp_read_write,1,1000000,1,20,668.46,13368.62,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,30,654.01,13079.12,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,40,655.37,13108.21,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,50,652.61,13052.43,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,60,650.49,13010.18,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,70,668.21,13363.84,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,80,665.70,13314.11,1.58,1.58
InnoDB,oltp_read_write,1,1000000,1,90,671.60,13431.07,1.58,1.58
InnoDB,oltp_read_write,1,1000000,1,100,692.00,13839.61,1.55,1.55
InnoDB,oltp_read_write,1,1000000,1,110,685.80,13717.64,1.58,1.58
InnoDB,oltp_read_write,1,1000000,1,120,684.00,13679.56,1.55,1.55
InnoDB,oltp_read_write,1,1000000,1,130,674.62,13491.53,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,140,699.68,13994.34,1.55,1.55
InnoDB,oltp_read_write,1,1000000,1,150,661.59,13231.95,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,160,667.90,13357.13,1.58,1.58
InnoDB,oltp_read_write,1,1000000,1,170,650.30,13006.88,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,180,647.61,12952.34,1.64,1.64
InnoDB,oltp_read_write,1,1000000,1,190,636.10,12721.29,1.64,1.64
InnoDB,oltp_read_write,1,1000000,1,200,652.29,13045.16,1.61,1.61
InnoDB,oltp_read_write,1,1000000,1,210,651.31,13027.74,1.64,1.64
