test_name,run_number,phase,engine,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,ops_count,threads,batch_size,key_size,value_size
batch_1,3,measurement,rocksdb,ITER,3854574.61,0.519,0,0,0,0,0,0,0,0,170.95,1293.67,0.15,275.67,21.591,2.071,690.2,36.21,1.25,0.00,0.16,write,random,2000000,8,1,16,100
batch_10,1,measurement,tidesdb,PUT,2788707.96,0.717,28.10,38.80,138.10,26.00,43.00,64.00,8.00,6251.00,550.17,1199.41,0.01,243.52,5.075,1.398,500.0,21.64,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,1,measurement,tidesdb,ITER,3577465.54,0.559,0,0,0,0,0,0,0,0,550.17,1199.41,0.01,243.52,5.075,1.398,500.0,21.64,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,2,measurement,tidesdb,PUT,3097778.27,0.646,24.29,17.97,73.98,23.00,36.00,50.00,7.00,2173.00,550.26,1199.41,0.00,243.51,4.516,1.245,471.4,21.59,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,2,measurement,tidesdb,ITER,3563690.27,0.561,0,0,0,0,0,0,0,0,550.26,1199.41,0.00,243.51,4.516,1.245,471.4,21.59,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,3,measurement,tidesdb,PUT,2867663.08,0.697,25.57,161.00,629.64,23.00,36.00,51.00,8.00,40854.00,551.76,1200.93,0.00,243.52,4.839,1.262,438.4,21.68,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,3,measurement,tidesdb,ITER,2945898.57,0.679,0,0,0,0,0,0,0,0,551.76,1200.93,0.00,243.52,4.839,1.262,438.4,21.68,1.10,0.00,0.10,write,random,2000000,8,10,16,100
batch_10,1,measurement,rocksdb,PUT,1916635.92,1.043,41.67,57.62,138.26,38.00,57.00,87.00,9.00,5030.00,173.90,1293.75,0.21,264.73,7.237,2.583,607.2,36.13,1.20,0.00,0.16,write,random,2000000,8,10,16,100
batch_10,1,measurement,rocksdb,ITER,3622177.87,0.552,0,0,0,0,0,0,0,0,173.90,1293.75,0.21,264.73,7.237,2.583,607.2,36.13,1.20,0.00,0.16,write,random,2000000,8,10,16,100
batch_10,2,measurement,rocksdb,PUT,1961449.67,1.020,40.71,53.27,130.85,38.00,56.00,87.00,10.00,4994.00,121.00,1293.75,0.15,264.74,7.125,2.482,606.8,36.09,1.20,0.00,0.16,write,random,2000000,8,10,16,100
batch_10,2,measurement,rocksdb,ITER,3677978.29,0.544,0,0,0,0,0,0,0,0,121.00,1293.75,0.15,264.74,7.125,2.482,606.8,36.09,1.20,0.00,0.16,write,random,2000000,8,10,16,100
batch_10,3,measurement,rocksdb,PUT,1853221.18,1.079,43.10,187.03,433.95,39.00,59.00,86.00,12.00,28700.00,136.39,1293.75,0.18,264.35,7.281,2.666,610.7,38.69,1.19,0.00,0.17,write,random,2000000,8,10,16,100
batch_10,3,measurement,rocksdb,ITER,3802693.45,0.526,0,0,0,0,0,0,0,0,136.39,1293.75,0.18,264.35,7.281,2.666,610.7,38.69,1.19,0.00,0.17,write,random,2000000,8,10,16,100
batch_100,1,measurement,tidesdb,PUT,3765159.47,0.531,197.02,72.04,36.57,187.00,288.00,394.00,65.00,2190.00,547.95,1198.05,0.00,238.87,4.351,0.478,463.8,20.52,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,1,measurement,tidesdb,ITER,3933252.70,0.508,0,0,0,0,0,0,0,0,547.95,1198.05,0.00,238.87,4.351,0.478,463.8,20.52,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,2,measurement,tidesdb,PUT,3607887.56,0.554,206.72,105.94,51.25,194.00,309.00,425.00,70.00,4554.00,547.95,1198.05,0.00,238.86,4.444,0.501,464.8,20.62,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,2,measurement,tidesdb,ITER,3941570.16,0.507,0,0,0,0,0,0,0,0,547.95,1198.05,0.00,238.86,4.444,0.501,464.8,20.62,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,3,measurement,tidesdb,PUT,3363911.29,0.595,217.49,239.83,110.27,185.00,359.00,819.00,76.00,9361.00,548.01,1198.05,0.00,238.85,4.277,0.554,439.4,20.62,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,3,measurement,tidesdb,ITER,3974231.09,0.503,0,0,0,0,0,0,0,0,548.01,1198.05,0.00,238.85,4.277,0.554,439.4,20.62,1.08,0.00,0.09,write,random,2000000,8,100,16,100
batch_100,1,measurement,rocksdb,PUT,2418134.07,0.827,330.44,159.58,48.29,310.00,451.00,696.00,72.00,5410.00,124.19,1293.69,0.19,263.61,4.547,0.874,390.5,37.91,1.19,0.00,0.17,write,random,2000000,8,100,16,100
batch_100,1,measurement,rocksdb,ITER,3617107.47,0.553,0,0,0,0,0,0,0,0,124.19,1293.69,0.19,263.61,4.547,0.874,390.5,37.91,1.19,0.00,0.17,write,random,2000000,8,100,16,100
batch_100,2,measurement,rocksdb,PUT,2427720.69,0.824,329.22,161.16,48.95,312.00,445.00,762.00,77.00,4452.00,126.45,1293.69,0.20,263.53,4.653,0.651,383.7,38.56,1.19,0.00,0.17,write,random,2000000,8,100,16,100
batch_100,2,measurement,rocksdb,ITER,3620296.10,0.552,0,0,0,0,0,0,0,0,126.45,1293.69,0.20,263.53,4.653,0.651,383.7,38.56,1.19,0.00,0.17,write,random,2000000,8,100,16,100
batch_100,3,measurement,rocksdb,PUT,2419125.61,0.827,330.39,151.00,45.70,308.00,456.00,693.00,90.00,3359.00,141.59,1293.69,0.20,263.51,4.452,0.879,390.4,38.82,1.19,0.00,0.18,write,random,2000000,8,100,16,100
batch_100,3,measurement,rocksdb,ITER,3756482.28,0.532,0,0,0,0,0,0,0,0,141.59,1293.69,0.20,263.51,4.452,0.879,390.4,38.82,1.19,0.00,0.18,write,random,2000000,8,100,16,100
batch_1000,1,measurement,tidesdb,PUT,3326442.05,0.601,2122.31,605.19,28.52,2022.00,3312.00,4047.00,820.00,5042.00,549.87,1198.00,0.01,237.34,4.685,0.510,458.8,18.00,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,1,measurement,tidesdb,ITER,3767975.60,0.531,0,0,0,0,0,0,0,0,549.87,1198.00,0.01,237.34,4.685,0.510,458.8,18.00,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,2,measurement,tidesdb,PUT,3153097.05,0.634,2194.37,704.25,32.09,2058.00,3649.00,4323.00,767.00,6117.00,549.85,1198.12,0.00,237.37,4.794,0.521,457.2,18.03,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,2,measurement,tidesdb,ITER,3788086.85,0.528,0,0,0,0,0,0,0,0,549.85,1198.12,0.00,237.37,4.794,0.521,457.2,18.03,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,3,measurement,tidesdb,PUT,3097682.31,0.646,2336.92,681.81,29.18,2280.00,3602.00,4321.00,1018.00,5617.00,550.30,1198.00,0.01,237.35,5.067,0.562,476.3,18.02,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,3,measurement,tidesdb,ITER,3732422.62,0.536,0,0,0,0,0,0,0,0,550.30,1198.00,0.01,237.35,5.067,0.562,476.3,18.02,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
batch_1000,1,measurement,rocksdb,PUT,1856855.04,1.077,4299.25,822.80,19.14,4277.00,5647.00,6874.00,2508.00,9183.00,151.24,1293.67,0.22,262.22,3.585,0.364,239.7,39.70,1.19,0.00,0.18,write,random,2000000,8,1000,16,100
batch_1000,1,measurement,rocksdb,ITER,3526721.08,0.567,0,0,0,0,0,0,0,0,151.24,1293.67,0.22,262.22,3.585,0.364,239.7,39.70,1.19,0.00,0.18,write,random,2000000,8,1000,16,100
batch_1000,2,measurement,rocksdb,PUT,1929090.49,1.037,4141.13,827.06,19.97,4112.00,5581.00,6857.00,2508.00,7826.00,131.59,1293.67,0.19,261.73,3.511,0.336,245.3,36.46,1.18,0.00,0.16,write,random,2000000,8,1000,16,100
batch_1000,2,measurement,rocksdb,ITER,3791203.27,0.528,0,0,0,0,0,0,0,0,131.59,1293.67,0.19,261.73,3.511,0.336,245.3,36.46,1.18,0.00,0.16,write,random,2000000,8,1000,16,100
batch_1000,3,measurement,rocksdb,PUT,1928132.71,1.037,4142.18,865.93,20.91,4147.00,5500.00,7220.00,2441.00,9573.00,133.71,1293.67,0.19,262.33,3.381,0.416,243.6,39.24,1.19,0.00,0.18,write,random,2000000,8,1000,16,100
batch_1000,3,measurement,rocksdb,ITER,3867723.84,0.517,0,0,0,0,0,0,0,0,133.71,1293.67,0.19,262.33,3.381,0.416,243.6,39.24,1.19,0.00,0.18,write,random,2000000,8,1000,16,100
batch_10000,1,measurement,tidesdb,PUT,2300455.61,0.869,32976.00,7445.27,22.58,33475.00,45470.00,47264.00,16134.00,47905.00,568.00,1199.20,0.01,235.89,7.002,0.636,539.1,15.89,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,1,measurement,tidesdb,ITER,3654803.78,0.547,0,0,0,0,0,0,0,0,568.00,1199.20,0.01,235.89,7.002,0.636,539.1,15.89,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,2,measurement,tidesdb,PUT,2422512.90,0.826,31331.18,6846.33,21.85,30863.00,43834.00,49816.00,12353.00,50109.00,568.01,1198.43,0.00,235.70,6.692,0.606,529.2,15.76,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,2,measurement,tidesdb,ITER,3615335.53,0.553,0,0,0,0,0,0,0,0,568.01,1198.43,0.00,235.70,6.692,0.606,529.2,15.76,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,3,measurement,tidesdb,PUT,2385997.06,0.838,31641.61,6576.75,20.79,31154.00,43537.00,47953.00,14553.00,51277.00,568.05,1198.81,0.00,235.78,6.796,0.625,533.9,15.84,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,3,measurement,tidesdb,ITER,3624987.77,0.552,0,0,0,0,0,0,0,0,568.05,1198.81,0.00,235.78,6.796,0.625,533.9,15.84,1.07,0.00,0.07,write,random,2000000,8,10000,16,100
batch_10000,1,measurement,rocksdb,PUT,1275524.03,1.568,61691.90,8584.73,13.92,62963.00,71429.00,73345.00,12309.00,73360.00,192.03,1293.67,0.20,263.21,3.257,0.306,168.7,39.82,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
batch_10000,1,measurement,rocksdb,ITER,3683770.41,0.543,0,0,0,0,0,0,0,0,192.03,1293.67,0.20,263.21,3.257,0.306,168.7,39.82,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
batch_10000,2,measurement,rocksdb,PUT,1293760.65,1.546,60791.67,7730.14,12.72,62619.00,69640.00,70731.00,16712.00,72298.00,191.76,1293.67,0.21,263.04,3.230,0.236,167.0,39.65,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
batch_10000,2,measurement,rocksdb,ITER,3785828.13,0.528,0,0,0,0,0,0,0,0,191.76,1293.67,0.21,263.04,3.230,0.236,167.0,39.65,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
batch_10000,3,measurement,rocksdb,PUT,1292514.85,1.547,60885.83,8598.46,14.12,62174.00,70349.00,75511.00,12484.00,76380.00,185.96,1293.67,0.17,263.32,3.189,0.327,167.6,39.92,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
batch_10000,3,measurement,rocksdb,ITER,3647019.56,0.548,0,0,0,0,0,0,0,0,185.96,1293.67,0.17,263.32,3.189,0.327,167.6,39.92,1.19,0.00,0.18,write,random,2000000,8,10000,16,100
threads_1,1,measurement,tidesdb,PUT,750229.48,2.666,1332.77,570.27,42.79,1248.00,1841.00,4512.00,649.00,6580.00,358.61,562.34,0.00,241.85,3.633,0.263,121.6,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,1,measurement,tidesdb,ITER,3723361.67,0.537,0,0,0,0,0,0,0,0,358.61,562.34,0.00,241.85,3.633,0.263,121.6,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,2,measurement,tidesdb,PUT,737252.44,2.713,1356.21,590.91,43.57,1279.00,1807.00,4710.00,607.00,7648.00,358.69,562.34,0.00,241.85,3.660,0.241,121.4,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,2,measurement,tidesdb,ITER,3997329.78,0.500,0,0,0,0,0,0,0,0,358.69,562.34,0.00,241.85,3.660,0.241,121.4,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,3,measurement,tidesdb,PUT,768219.97,2.603,1301.57,520.63,40.00,1243.00,1658.00,4319.00,680.00,6976.00,358.94,562.34,0.00,241.85,3.487,0.262,120.9,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,3,measurement,tidesdb,ITER,4021992.25,0.497,0,0,0,0,0,0,0,0,358.94,562.34,0.00,241.85,3.487,0.262,120.9,15.35,1.09,0.00,0.07,write,random,2000000,1,1000,16,100
threads_1,1,measurement,rocksdb,PUT,1021658.13,1.958,978.70,295.98,30.24,947.00,1154.00,1949.00,649.00,7588.00,186.42,965.66,0.23,259.20,3.049,0.252,137.5,40.86,1.17,0.00,0.18,write,random,2000000,1,1000,16,100
threads_1,1,measurement,rocksdb,ITER,4505752.72,0.444,0,0,0,0,0,0,0,0,186.42,965.66,0.23,259.20,3.049,0.252,137.5,40.86,1.17,0.00,0.18,write,random,2000000,1,1000,16,100
threads_1,2,measurement,rocksdb,PUT,1039593.98,1.924,961.79,233.50,24.28,933.00,1144.00,2099.00,606.00,5542.00,165.05,901.66,0.22,260.20,2.970,0.285,137.9,40.86,1.18,0.00,0.18,write,random,2000000,1,1000,16,100
threads_1,2,measurement,rocksdb,ITER,4574481.71,0.437,0,0,0,0,0,0,0,0,165.05,901.66,0.22,260.20,2.970,0.285,137.9,40.86,1.18,0.00,0.18,write,random,2000000,1,1000,16,100
threads_1,3,measurement,rocksdb,PUT,1035213.30,1.932,965.88,323.62,33.51,938.00,1119.00,1851.00,622.00,8433.00,165.52,837.66,0.19,261.20,3.052,0.241,138.2,40.86,1.18,0.00,0.18,write,random,2000000,1,1000,16,100
threads_1,3,measurement,rocksdb,ITER,4434933.97,0.451,0,0,0,0,0,0,0,0,165.52,837.66,0.19,261.20,3.052,0.241,138.2,40.86,1.18,0.00,0.18,write,random,2000000,1,1000,16,100
threads_2,1,measurement,tidesdb,PUT,1283796.75,1.558,1550.77,612.99,39.53,1395.00,2829.00,4057.00,680.00,6108.00,359.84,570.38,0.00,242.43,4.062,0.366,213.5,16.19,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,1,measurement,tidesdb,ITER,3880180.04,0.515,0,0,0,0,0,0,0,0,359.84,570.38,0.00,242.43,4.062,0.366,213.5,16.19,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,2,measurement,tidesdb,PUT,1313723.82,1.522,1520.43,588.49,38.71,1367.00,2801.00,3976.00,634.00,5268.00,359.82,570.34,0.01,242.43,4.025,0.347,214.7,16.24,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,2,measurement,tidesdb,ITER,3895780.09,0.513,0,0,0,0,0,0,0,0,359.82,570.34,0.01,242.43,4.025,0.347,214.7,16.24,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,3,measurement,tidesdb,PUT,1282455.75,1.560,1557.75,642.61,41.25,1391.00,2964.00,4126.00,613.00,6226.00,359.60,570.39,0.00,242.44,4.172,0.308,215.4,16.20,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,3,measurement,tidesdb,ITER,3848618.44,0.520,0,0,0,0,0,0,0,0,359.60,570.39,0.00,242.44,4.172,0.308,215.4,16.20,1.10,0.00,0.07,write,random,2000000,2,1000,16,100
threads_2,1,measurement,rocksdb,PUT,1095472.03,1.826,1824.43,406.24,22.27,1762.00,2422.00,3302.00,691.00,7262.00,159.33,901.79,0.24,262.44,3.450,0.289,162.6,55.27,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_2,1,measurement,rocksdb,ITER,4222527.18,0.474,0,0,0,0,0,0,0,0,159.33,901.79,0.24,262.44,3.450,0.289,162.6,55.27,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_2,2,measurement,rocksdb,PUT,1202606.77,1.663,1662.48,379.45,22.82,1618.00,2182.00,3223.00,671.00,6517.00,190.37,1029.79,0.20,263.21,3.339,0.279,168.1,55.95,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_2,2,measurement,rocksdb,ITER,4091736.74,0.489,0,0,0,0,0,0,0,0,190.37,1029.79,0.20,263.21,3.339,0.279,168.1,55.95,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_2,3,measurement,rocksdb,PUT,1209859.87,1.653,1652.41,352.71,21.35,1595.00,2145.00,3321.00,687.00,4553.00,192.62,965.79,0.21,263.15,3.363,0.206,165.0,56.33,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_2,3,measurement,rocksdb,ITER,3926596.21,0.509,0,0,0,0,0,0,0,0,192.62,965.79,0.21,263.15,3.363,0.206,165.0,56.33,1.19,0.00,0.25,write,random,2000000,2,1000,16,100
threads_4,1,measurement,tidesdb,PUT,2119849.96,0.943,1871.40,827.85,44.24,1623.00,3743.00,4875.00,702.00,5814.00,481.77,732.36,0.00,244.90,4.803,0.476,374.7,17.02,1.11,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,1,measurement,tidesdb,ITER,4300927.28,0.465,0,0,0,0,0,0,0,0,481.77,732.36,0.00,244.90,4.803,0.476,374.7,17.02,1.11,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,2,measurement,tidesdb,PUT,2136218.08,0.936,1831.46,741.18,40.47,1603.00,3396.00,4504.00,650.00,5991.00,502.43,686.30,0.00,237.04,4.339,0.400,339.4,17.27,1.07,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,2,measurement,tidesdb,ITER,4353950.01,0.459,0,0,0,0,0,0,0,0,502.43,686.30,0.00,237.04,4.339,0.400,339.4,17.27,1.07,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,3,measurement,tidesdb,PUT,2032545.11,0.984,1931.86,836.27,43.29,1701.00,3686.00,4938.00,663.00,6077.00,487.61,733.42,0.01,245.04,5.121,0.375,372.3,17.35,1.11,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,3,measurement,tidesdb,ITER,4064792.80,0.492,0,0,0,0,0,0,0,0,487.61,733.42,0.01,245.04,5.121,0.375,372.3,17.35,1.11,0.00,0.08,write,random,2000000,4,1000,16,100
threads_4,1,measurement,rocksdb,PUT,2015371.24,0.992,1983.57,540.92,27.27,1896.00,2860.00,4211.00,1185.00,6569.00,148.50,1037.67,0.20,262.09,3.330,0.359,242.5,37.86,1.18,0.00,0.17,write,random,2000000,4,1000,16,100
threads_4,1,measurement,rocksdb,ITER,3809966.49,0.525,0,0,0,0,0,0,0,0,148.50,1037.67,0.20,262.09,3.330,0.359,242.5,37.86,1.18,0.00,0.17,write,random,2000000,4,1000,16,100
threads_4,2,measurement,rocksdb,PUT,2082097.09,0.961,1919.80,477.01,24.85,1849.00,2712.00,3950.00,1166.00,6449.00,135.70,1037.67,0.18,260.98,3.231,0.352,245.3,38.65,1.18,0.00,0.17,write,random,2000000,4,1000,16,100
threads_4,2,measurement,rocksdb,ITER,4033974.13,0.496,0,0,0,0,0,0,0,0,135.70,1037.67,0.18,260.98,3.231,0.352,245.3,38.65,1.18,0.00,0.17,write,random,2000000,4,1000,16,100
threads_4,3,measurement,rocksdb,PUT,2024615.27,0.988,1974.00,500.24,25.34,1930.00,2721.00,4172.00,1096.00,6689.00,153.80,1037.67,0.19,261.47,3.329,0.357,247.0,34.72,1.18,0.00,0.16,write,random,2000000,4,1000,16,100
threads_4,3,measurement,rocksdb,ITER,3987932.52,0.502,0,0,0,0,0,0,0,0,153.80,1037.67,0.19,261.47,3.329,0.357,247.0,34.72,1.18,0.00,0.16,write,random,2000000,4,1000,16,100
threads_8,1,measurement,tidesdb,PUT,3153469.92,0.634,2145.40,664.98,31.00,2008.00,3460.00,4302.00,912.00,5685.00,549.80,1198.04,0.00,237.32,4.672,0.592,450.6,17.99,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,1,measurement,tidesdb,ITER,3747465.78,0.534,0,0,0,0,0,0,0,0,549.80,1198.04,0.00,237.32,4.672,0.592,450.6,17.99,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,2,measurement,tidesdb,PUT,3144164.67,0.636,2190.23,697.48,31.84,2057.00,3503.00,4450.00,817.00,6432.00,549.84,1198.04,0.00,237.32,4.870,0.507,457.0,17.96,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,2,measurement,tidesdb,ITER,3701633.53,0.540,0,0,0,0,0,0,0,0,549.84,1198.04,0.00,237.32,4.870,0.507,457.0,17.96,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,3,measurement,tidesdb,PUT,3366606.63,0.594,2252.12,662.28,29.41,2158.00,3573.00,4151.00,863.00,4696.00,550.19,1198.09,0.00,237.38,4.832,0.629,484.2,18.01,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,3,measurement,tidesdb,ITER,3749692.99,0.533,0,0,0,0,0,0,0,0,550.19,1198.09,0.00,237.38,4.832,0.629,484.2,18.01,1.07,0.00,0.08,write,random,2000000,8,1000,16,100
threads_8,1,measurement,rocksdb,PUT,1815425.67,1.102,4399.57,1358.15,30.87,4208.00,7198.00,10302.00,2464.00,12664.00,146.84,1293.67,0.23,261.59,3.516,0.394,237.8,37.57,1.18,0.00,0.17,write,random,2000000,8,1000,16,100
threads_8,1,measurement,rocksdb,ITER,3711918.04,0.539,0,0,0,0,0,0,0,0,146.84,1293.67,0.23,261.59,3.516,0.394,237.8,37.57,1.18,0.00,0.17,write,random,2000000,8,1000,16,100
threads_8,2,measurement,rocksdb,PUT,1898377.93,1.054,4207.07,888.09,21.11,4169.00,5712.00,7730.00,2471.00,8969.00,127.35,1293.67,0.21,260.65,3.377,0.425,239.6,37.17,1.18,0.00,0.17,write,random,2000000,8,1000,16,100
threads_8,2,measurement,rocksdb,ITER,3785362.38,0.528,0,0,0,0,0,0,0,0,127.35,1293.67,0.21,260.65,3.377,0.425,239.6,37.17,1.18,0.00,0.17,write,random,2000000,8,1000,16,100
threads_8,3,measurement,rocksdb,PUT,1914975.11,1.044,4168.62,831.20,19.94,4202.00,5537.00,6604.00,2448.00,8158.00,137.22,1293.67,0.20,263.61,3.601,0.333,239.5,37.37,1.19,0.00,0.17,write,random,2000000,8,1000,16,100
threads_8,3,measurement,rocksdb,ITER,3362152.58,0.595,0,0,0,0,0,0,0,0,137.22,1293.67,0.20,263.61,3.601,0.333,239.5,37.37,1.19,0.00,0.17,write,random,2000000,8,1000,16,100
threads_16,1,measurement,tidesdb,PUT,3900878.67,0.513,3892.82,1159.46,29.78,3724.00,6080.00,8279.00,1435.00,11582.00,552.37,1198.21,0.00,237.17,5.953,0.773,656.0,17.69,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,1,measurement,tidesdb,ITER,3904442.67,0.512,0,0,0,0,0,0,0,0,552.37,1198.21,0.00,237.17,5.953,0.773,656.0,17.69,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,2,measurement,tidesdb,PUT,3908708.21,0.512,3972.41,1070.22,26.94,3834.00,5993.00,7178.00,1371.00,8877.00,552.53,1198.12,0.00,237.16,6.214,0.657,664.0,17.73,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,2,measurement,tidesdb,ITER,3825693.74,0.523,0,0,0,0,0,0,0,0,552.53,1198.12,0.00,237.16,6.214,0.657,664.0,17.73,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,3,measurement,tidesdb,PUT,4005519.61,0.499,3819.82,1038.43,27.19,3667.00,5794.00,7176.00,1021.00,8728.00,552.46,1198.37,0.00,237.22,5.855,0.717,648.8,17.71,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,3,measurement,tidesdb,ITER,3896493.55,0.513,0,0,0,0,0,0,0,0,552.46,1198.37,0.00,237.22,5.855,0.717,648.8,17.71,1.07,0.00,0.08,write,random,2000000,16,1000,16,100
threads_16,1,measurement,rocksdb,PUT,1883127.46,1.062,8462.50,1413.45,16.70,8455.00,10764.00,13690.00,3719.00,15931.00,144.00,1805.67,0.21,261.61,3.498,0.360,241.3,38.94,1.18,0.00,0.18,write,random,2000000,16,1000,16,100
threads_16,1,measurement,rocksdb,ITER,3751507.64,0.533,0,0,0,0,0,0,0,0,144.00,1805.67,0.21,261.61,3.498,0.360,241.3,38.94,1.18,0.00,0.18,write,random,2000000,16,1000,16,100
threads_16,2,measurement,rocksdb,PUT,1902985.78,1.051,8370.82,1440.93,17.21,8521.00,10761.00,11566.00,5066.00,15211.00,156.66,1805.67,0.18,261.69,3.494,0.335,242.8,39.26,1.18,0.00,0.18,write,random,2000000,16,1000,16,100
threads_16,2,measurement,rocksdb,ITER,3829884.20,0.522,0,0,0,0,0,0,0,0,156.66,1805.67,0.18,261.69,3.494,0.335,242.8,39.26,1.18,0.00,0.18,write,random,2000000,16,1000,16,100
threads_16,3,measurement,rocksdb,PUT,1921705.86,1.041,8295.23,1316.61,15.87,8426.00,10378.00,12184.00,4304.00,12821.00,139.79,1807.55,0.18,262.71,3.459,0.310,241.1,38.60,1.19,0.00,0.17,write,random,2000000,16,1000,16,100
threads_16,3,measurement,rocksdb,ITER,3863353.20,0.518,0,0,0,0,0,0,0,0,139.79,1807.55,0.18,262.71,3.459,0.310,241.1,38.60,1.19,0.00,0.17,write,random,2000000,16,1000,16,100
key_8B,1,measurement,tidesdb,PUT,2524016.01,1.981,2909.63,1058.95,36.39,2694.00,4861.00,5793.00,721.00,7258.00,1142.78,1809.82,0.04,568.14,17.176,1.054,550.2,44.94,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
key_8B,1,measurement,tidesdb,ITER,3682000.73,1.332,0,0,0,0,0,0,0,0,1142.78,1809.82,0.04,568.14,17.176,1.054,550.2,44.94,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
key_8B,2,measurement,tidesdb,PUT,2591983.00,1.929,2995.43,1118.53,37.34,2841.00,5077.00,6865.00,753.00,13986.00,1142.69,1809.07,0.02,567.85,17.756,1.127,558.9,44.65,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
key_8B,2,measurement,tidesdb,ITER,3383712.54,1.449,0,0,0,0,0,0,0,0,1142.69,1809.07,0.02,567.85,17.756,1.127,558.9,44.65,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
key_8B,3,measurement,tidesdb,PUT,2528941.20,1.977,3036.12,1098.93,36.20,2882.00,4989.00,6627.00,806.00,10346.00,1134.87,1799.66,0.01,565.88,17.534,1.119,562.2,44.99,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
key_8B,3,measurement,tidesdb,ITER,3659669.56,1.340,0,0,0,0,0,0,0,0,1134.87,1799.66,0.01,565.88,17.534,1.119,562.2,44.99,1.10,0.00,0.09,write,random,5000000,8,1000,8,100
