test_name,run_number,phase,engine,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,ops_count,threads,batch_size,key_size,value_size
key_8B,1,measurement,rocksdb,PUT,1813389.20,2.757,4407.89,916.11,20.78,4339.00,5942.00,7701.00,2477.00,10256.00,209.18,1293.80,0.32,663.00,10.106,1.002,276.1,92.01,1.29,0.00,0.18,write,random,5000000,8,1000,8,100
key_8B,1,measurement,rocksdb,ITER,3873706.43,1.266,0,0,0,0,0,0,0,0,209.18,1293.80,0.32,663.00,10.106,1.002,276.1,92.01,1.29,0.00,0.18,write,random,5000000,8,1000,8,100
key_8B,2,measurement,rocksdb,PUT,1722189.48,2.903,4640.10,6395.20,137.82,4290.00,6018.00,8237.00,2466.00,164066.00,229.25,1298.57,0.29,656.16,10.264,0.896,266.2,91.18,1.27,0.00,0.18,write,random,5000000,8,1000,8,100
key_8B,2,measurement,rocksdb,ITER,3806153.18,1.288,0,0,0,0,0,0,0,0,229.25,1298.57,0.29,656.16,10.264,0.896,266.2,91.18,1.27,0.00,0.18,write,random,5000000,8,1000,8,100
key_8B,3,measurement,rocksdb,PUT,1621050.31,3.084,4931.44,15249.66,309.23,4230.00,5997.00,7732.00,2435.00,385608.00,277.72,1357.80,0.30,663.16,10.301,0.912,256.8,91.47,1.29,0.00,0.18,write,random,5000000,8,1000,8,100
key_8B,3,measurement,rocksdb,ITER,3828474.36,1.281,0,0,0,0,0,0,0,0,277.72,1357.80,0.30,663.16,10.301,0.912,256.8,91.47,1.29,0.00,0.18,write,random,5000000,8,1000,8,100
key_32B,1,measurement,tidesdb,PUT,2376242.89,2.104,3150.28,1162.18,36.89,2887.00,5372.00,6405.00,913.00,8280.00,1253.37,1798.36,0.01,681.10,18.475,1.232,556.6,46.64,1.08,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,1,measurement,tidesdb,ITER,3482403.42,1.436,0,0,0,0,0,0,0,0,1253.37,1798.36,0.01,681.10,18.475,1.232,556.6,46.64,1.08,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,2,measurement,tidesdb,PUT,2173735.36,2.300,3575.15,1287.76,36.02,3453.00,5626.00,7003.00,848.00,19700.00,1253.33,1800.51,0.02,681.64,20.252,1.363,591.4,46.70,1.08,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,2,measurement,tidesdb,ITER,3692244.07,1.354,0,0,0,0,0,0,0,0,1253.33,1800.51,0.02,681.64,20.252,1.363,591.4,46.70,1.08,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,3,measurement,tidesdb,PUT,2534638.37,1.973,2985.68,1169.68,39.18,2684.00,5202.00,6848.00,797.00,18047.00,1254.15,1808.53,0.01,683.45,17.350,1.256,562.7,47.10,1.09,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,3,measurement,tidesdb,ITER,3750794.23,1.333,0,0,0,0,0,0,0,0,1254.15,1808.53,0.01,683.45,17.350,1.256,562.7,47.10,1.09,0.00,0.07,write,random,5000000,8,1000,32,100
key_32B,1,measurement,rocksdb,PUT,2469834.67,2.024,3236.40,2956.32,91.35,2913.00,4307.00,8692.00,1575.00,53057.00,234.14,1294.83,0.32,769.94,11.007,1.006,359.0,98.16,1.22,0.00,0.16,write,random,5000000,8,1000,32,100
key_32B,1,measurement,rocksdb,ITER,3793056.89,1.318,0,0,0,0,0,0,0,0,234.14,1294.83,0.32,769.94,11.007,1.006,359.0,98.16,1.22,0.00,0.16,write,random,5000000,8,1000,32,100
key_32B,2,measurement,rocksdb,PUT,2272358.53,2.200,3518.29,9156.28,260.25,2979.00,4079.00,8724.00,1778.00,229314.00,281.87,1300.48,0.29,777.84,11.615,0.976,360.3,95.00,1.24,0.00,0.15,write,random,5000000,8,1000,32,100
key_32B,2,measurement,rocksdb,ITER,3873356.73,1.291,0,0,0,0,0,0,0,0,281.87,1300.48,0.29,777.84,11.615,0.976,360.3,95.00,1.24,0.00,0.15,write,random,5000000,8,1000,32,100
key_32B,3,measurement,rocksdb,PUT,2158712.89,2.316,3703.65,4785.18,129.20,3345.00,4421.00,8008.00,1729.00,92863.00,207.90,1299.71,0.27,774.94,12.248,1.212,372.7,93.47,1.23,0.00,0.15,write,random,5000000,8,1000,32,100
key_32B,3,measurement,rocksdb,ITER,3879577.90,1.289,0,0,0,0,0,0,0,0,207.90,1299.71,0.27,774.94,12.248,1.212,372.7,93.47,1.23,0.00,0.15,write,random,5000000,8,1000,32,100
key_64B,1,measurement,tidesdb,PUT,2177270.77,2.296,3368.28,1105.73,32.83,3301.00,5553.00,6438.00,938.00,8364.00,1417.40,1783.30,0.02,830.13,19.303,1.403,569.2,46.82,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,1,measurement,tidesdb,ITER,3729336.68,1.341,0,0,0,0,0,0,0,0,1417.40,1783.30,0.02,830.13,19.303,1.403,569.2,46.82,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,2,measurement,tidesdb,PUT,2225416.93,2.247,3306.67,1138.75,34.44,3138.00,5418.00,6642.00,968.00,8618.00,1417.67,1770.13,0.01,826.91,18.862,1.373,562.6,46.80,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,2,measurement,tidesdb,ITER,3705729.50,1.349,0,0,0,0,0,0,0,0,1417.67,1770.13,0.01,826.91,18.862,1.373,562.6,46.80,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,3,measurement,tidesdb,PUT,2148699.46,2.327,3423.24,1190.57,34.78,3170.00,5623.00,6502.00,922.00,12678.00,1426.27,1765.26,0.00,826.03,19.231,1.391,561.3,47.24,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,3,measurement,tidesdb,ITER,3713035.80,1.347,0,0,0,0,0,0,0,0,1426.27,1765.26,0.00,826.03,19.231,1.391,561.3,47.24,1.06,0.00,0.06,write,random,5000000,8,1000,64,100
key_64B,1,measurement,rocksdb,PUT,2286021.53,2.187,3480.57,2611.37,75.03,3276.00,4484.00,7532.00,1722.00,50332.00,183.81,1295.07,0.36,941.64,11.877,1.233,373.8,70.84,1.20,0.00,0.09,write,random,5000000,8,1000,64,100
key_64B,1,measurement,rocksdb,ITER,3811562.45,1.312,0,0,0,0,0,0,0,0,183.81,1295.07,0.36,941.64,11.877,1.233,373.8,70.84,1.20,0.00,0.09,write,random,5000000,8,1000,64,100
key_64B,2,measurement,rocksdb,PUT,2268836.22,2.204,3524.11,3276.78,92.98,3278.00,4536.00,6439.00,1679.00,66079.00,198.32,1295.07,0.34,942.47,12.075,1.086,370.8,72.26,1.21,0.00,0.09,write,random,5000000,8,1000,64,100
key_64B,2,measurement,rocksdb,ITER,3731446.32,1.340,0,0,0,0,0,0,0,0,198.32,1295.07,0.34,942.47,12.075,1.086,370.8,72.26,1.21,0.00,0.09,write,random,5000000,8,1000,64,100
key_64B,3,measurement,rocksdb,PUT,2215604.95,2.257,3571.52,3631.46,101.68,3321.00,4709.00,6646.00,1841.00,90480.00,201.36,1311.83,0.26,946.98,12.288,1.247,377.0,70.36,1.21,0.00,0.09,write,random,5000000,8,1000,64,100
key_64B,3,measurement,rocksdb,ITER,3769016.57,1.327,0,0,0,0,0,0,0,0,201.36,1311.83,0.26,946.98,12.288,1.247,377.0,70.36,1.21,0.00,0.09,write,random,5000000,8,1000,64,100
key_128B,1,measurement,tidesdb,PUT,1617098.81,3.092,4710.36,1358.56,28.84,4641.00,7152.00,8007.00,1228.00,9799.00,1752.78,2270.31,0.02,1134.15,25.932,2.072,611.5,48.12,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,1,measurement,tidesdb,ITER,3363060.55,1.487,0,0,0,0,0,0,0,0,1752.78,2270.31,0.02,1134.15,25.932,2.072,611.5,48.12,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,2,measurement,tidesdb,PUT,1821387.46,2.745,3966.45,1235.85,31.16,4029.00,6402.00,7146.00,1004.00,7950.00,1745.57,2266.89,0.02,1133.32,21.786,1.770,587.7,48.03,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,2,measurement,tidesdb,ITER,3960907.43,1.262,0,0,0,0,0,0,0,0,1745.57,2266.89,0.02,1133.32,21.786,1.770,587.7,48.03,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,3,measurement,tidesdb,PUT,1872382.18,2.670,4064.93,1207.11,29.70,4061.00,6448.00,7275.00,1112.00,10867.00,1752.45,2267.20,0.01,1133.46,22.127,1.961,611.6,48.17,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,3,measurement,tidesdb,ITER,3945268.08,1.267,0,0,0,0,0,0,0,0,1752.45,2267.20,0.01,1133.46,22.127,1.961,611.6,48.17,1.04,0.00,0.04,write,random,5000000,8,1000,128,100
key_128B,1,measurement,rocksdb,PUT,2008360.40,2.490,3980.41,1444.67,36.29,3814.00,5380.00,7307.00,2045.00,27220.00,343.22,1294.81,0.39,1263.89,13.943,1.339,379.1,97.14,1.16,0.00,0.09,write,random,5000000,8,1000,128,100
key_128B,1,measurement,rocksdb,ITER,3255723.40,1.536,0,0,0,0,0,0,0,0,343.22,1294.81,0.39,1263.89,13.943,1.339,379.1,97.14,1.16,0.00,0.09,write,random,5000000,8,1000,128,100
key_128B,2,measurement,rocksdb,PUT,2054729.78,2.433,3890.96,2040.66,52.45,3590.00,5216.00,13346.00,2007.00,30763.00,370.93,1327.70,0.39,1251.85,13.062,1.086,367.3,113.41,1.15,0.00,0.10,write,random,5000000,8,1000,128,100
key_128B,2,measurement,rocksdb,ITER,3530522.43,1.416,0,0,0,0,0,0,0,0,370.93,1327.70,0.39,1251.85,13.062,1.086,367.3,113.41,1.15,0.00,0.10,write,random,5000000,8,1000,128,100
key_128B,3,measurement,rocksdb,PUT,1779375.89,2.810,4492.98,7948.09,176.90,3806.00,5358.00,15816.00,2039.00,170248.00,342.21,1294.81,0.35,1253.23,12.949,1.473,339.8,96.45,1.15,0.00,0.09,write,random,5000000,8,1000,128,100
key_128B,3,measurement,rocksdb,ITER,3501964.60,1.428,0,0,0,0,0,0,0,0,342.21,1294.81,0.35,1253.23,12.949,1.473,339.8,96.45,1.15,0.00,0.09,write,random,5000000,8,1000,128,100
