engine,test_name,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,threads,num_operations,batch_size,key_size,value_size,range_size,sync_enabled
tidesdb,read_random_10M_t8_populate,PUT,3118327.75,3.207,2485.73,348.97,14.04,2501.00,3019.00,3558.00,947.00,5707.00,2490.47,2905.54,0.00,1200.00,29.242,1.714,489.7,87.86,1.08,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
tidesdb,read_random_10M_t8_populate,ITER,3211932.97,3.113,,,,,,,,2490.47,2905.54,0.00,1200.00,29.242,1.714,489.7,87.86,1.08,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
tidesdb,read_random_10M_t8,GET,2362056.49,4.234,3.03,5.48,180.69,3.00,4.00,5.00,1.00,994.00,1674.50,1940.45,0.00,0.00,29.438,4.454,522.1,87.86,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
tidesdb,read_random_10M_t8,ITER,6367354.32,1.571,,,,,,,,1674.50,1940.45,0.00,0.00,29.438,4.454,522.1,87.86,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
tidesdb,delete_random_5M_t8_b1000_populate,PUT,3183401.49,1.571,2399.15,343.23,14.31,2399.00,3088.00,3467.00,827.00,4337.00,1149.16,1773.38,0.00,599.60,13.748,0.966,509.3,43.24,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,delete_random_5M_t8_b1000_populate,ITER,3794130.48,1.318,,,,,,,,1149.16,1773.38,0.00,599.60,13.748,0.966,509.3,43.24,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,delete_random_5M_t8_b1000,DELETE,3468002.82,1.442,2188.66,284.13,12.98,2227.00,2600.00,2758.00,1346.00,4326.00,807.41,1103.44,0.00,100.21,12.328,0.684,369.9,0.00,0.18,0.00,0.00,delete,random,8,5000000,1000,16,100,100,0
tidesdb,delete_random_5M_t8_b1000,ITER,2409290.22,2.075,,,,,,,,807.41,1103.44,0.00,100.21,12.328,0.684,369.9,0.00,0.18,0.00,0.00,delete,random,8,5000000,1000,16,100,100,0
tidesdb,delete_batch_1_5M_t8_populate,PUT,977578.26,5.115,7.89,31.89,404.21,8.00,12.00,14.00,1.00,45884.00,542.66,1341.98,0.00,745.29,20.626,26.377,683.1,55.74,1.35,0.00,0.10,write,random,8,5000000,1,16,100,100,0
tidesdb,delete_batch_1_5M_t8_populate,ITER,3675694.91,1.360,,,,,,,,542.66,1341.98,0.00,745.29,20.626,26.377,683.1,55.74,1.35,0.00,0.10,write,random,8,5000000,1,16,100,100,0
tidesdb,delete_batch_1_5M_t8,DELETE,1092650.90,4.576,7.14,3.04,42.59,7.00,11.00,13.00,1.00,1249.00,808.13,1104.85,0.00,185.97,17.044,21.627,558.1,0.00,0.34,0.00,0.00,delete,random,8,5000000,1,16,100,100,0
tidesdb,delete_batch_1_5M_t8,ITER,2561542.34,1.952,,,,,,,,808.13,1104.85,0.00,185.97,17.044,21.627,558.1,0.00,0.34,0.00,0.00,delete,random,8,5000000,1,16,100,100,0
tidesdb,delete_batch_100_5M_t8_populate,PUT,3450058.00,1.449,224.26,102.62,45.76,223.00,284.00,328.00,81.00,18060.00,1148.68,1786.45,0.00,610.22,12.915,1.164,510.0,49.96,1.10,0.00,0.09,write,random,8,5000000,100,16,100,100,0
tidesdb,delete_batch_100_5M_t8_populate,ITER,3827217.95,1.306,,,,,,,,1148.68,1786.45,0.00,610.22,12.915,1.164,510.0,49.96,1.10,0.00,0.09,write,random,8,5000000,100,16,100,100,0
tidesdb,delete_batch_100_5M_t8,DELETE,3474157.13,1.439,219.20,31.90,14.56,221.00,266.00,307.00,79.00,1226.00,810.57,1106.02,0.00,105.67,12.157,0.892,369.5,0.00,0.19,0.00,0.00,delete,random,8,5000000,100,16,100,100,0
tidesdb,delete_batch_100_5M_t8,ITER,2394316.09,2.088,,,,,,,,810.57,1106.02,0.00,105.67,12.157,0.892,369.5,0.00,0.19,0.00,0.00,delete,random,8,5000000,100,16,100,100,0
tidesdb,delete_batch_1000_5M_t8_populate,PUT,3136420.49,1.594,2467.10,341.90,13.86,2469.00,3011.00,3369.00,870.00,5226.00,1149.70,1771.97,0.00,599.14,14.069,0.979,516.0,43.21,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,delete_batch_1000_5M_t8_populate,ITER,3785415.40,1.321,,,,,,,,1149.70,1771.97,0.00,599.14,14.069,0.979,516.0,43.21,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,delete_batch_1000_5M_t8,DELETE,3388755.30,1.475,2285.65,332.50,14.55,2314.00,2779.00,3059.00,1141.00,5599.00,808.13,1103.44,0.00,100.21,12.770,0.725,379.1,0.00,0.18,0.00,0.00,delete,random,8,5000000,1000,16,100,100,0
tidesdb,delete_batch_1000_5M_t8,ITER,2400537.34,2.083,,,,,,,,808.13,1103.44,0.00,100.21,12.770,0.725,379.1,0.00,0.18,0.00,0.00,delete,random,8,5000000,1000,16,100,100,0
tidesdb,seek_random_5M_t8_populate,PUT,3194463.61,1.565,2405.22,342.31,14.23,2431.00,2904.00,3359.00,905.00,3752.00,1149.64,1775.31,0.00,600.02,13.784,1.002,516.8,43.28,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,seek_random_5M_t8_populate,ITER,3861307.99,1.295,,,,,,,,1149.64,1775.31,0.00,600.02,13.784,1.002,516.8,43.28,1.08,0.00,0.08,write,random,8,5000000,1000,16,100,100,0
tidesdb,seek_random_5M_t8,SEEK,1760316.69,2.840,4.18,8.57,204.91,4.00,5.00,6.00,2.00,2001.00,849.07,1231.44,0.00,0.00,22.104,0.522,554.7,43.28,0.00,0.00,0.00,seek,random,8,5000000,1,16,100,100,0
tidesdb,seek_random_5M_t8,ITER,5499618.33,0.909,,,,,,,,849.07,1231.44,0.00,0.00,22.104,0.522,554.7,43.28,0.00,0.00,0.00,seek,random,8,5000000,1,16,100,100,0
tidesdb,seek_seq_5M_t8_populate,PUT,4436801.31,1.127,1701.30,508.64,29.90,1650.00,2347.00,2640.00,715.00,14892.00,1160.97,1866.47,0.00,631.40,10.209,0.957,528.8,55.32,1.14,0.00,0.10,write,seq,8,5000000,1000,16,100,100,0
tidesdb,seek_seq_5M_t8_populate,ITER,5083837.57,0.984,,,,,,,,1160.97,1866.47,0.00,631.40,10.209,0.957,528.8,55.32,1.14,0.00,0.10,write,seq,8,5000000,1000,16,100,100,0
tidesdb,seek_seq_5M_t8,SEEK,5706394.59,0.876,1.16,5.46,469.82,1.00,2.00,2.00,0.00,406.00,840.67,1102.59,0.00,0.00,7.111,0.376,377.6,55.32,0.00,0.00,0.00,seek,seq,8,5000000,1,16,100,100,0
tidesdb,seek_seq_5M_t8,ITER,6213318.12,0.805,,,,,,,,840.67,1102.59,0.00,0.00,7.111,0.376,377.6,55.32,0.00,0.00,0.00,seek,seq,8,5000000,1,16,100,100,0
tidesdb,seek_zipfian_5M_t8_populate,PUT,3207591.47,1.559,2460.39,983.85,39.99,2415.00,3512.00,3845.00,670.00,55527.00,640.23,1096.25,0.00,576.93,9.265,2.609,686.6,10.16,1.04,0.00,0.02,write,zipfian,8,5000000,1000,16,100,100,0
tidesdb,seek_zipfian_5M_t8_populate,ITER,3844343.48,0.170,,,,,,,,640.23,1096.25,0.00,576.93,9.265,2.609,686.6,10.16,1.04,0.00,0.02,write,zipfian,8,5000000,1000,16,100,100,0
tidesdb,seek_zipfian_5M_t8,SEEK,2647444.10,1.889,1.56,3.52,225.35,1.00,2.00,3.00,0.00,863.00,123.91,585.45,0.00,0.00,10.379,3.730,609.9,10.16,0.00,0.00,0.00,seek,zipfian,8,5000000,1,16,100,100,0
