engine,test_name,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,threads,num_operations,batch_size,key_size,value_size,range_size,sync_enabled
tidesdb,write_seq_10M_t8_b1000,PUT,6515939.94,1.535,1128.27,343.40,30.44,1006.00,1787.00,2149.00,569.00,4218.00,2493.85,2852.48,0.00,1195.28,12.410,1.771,497.8,110.66,1.08,0.00,0.10,write,seq,8,10000000,1000,16,100,100,0
tidesdb,write_seq_10M_t8_b1000,ITER,7618188.58,1.313,,,,,,,,2493.85,2852.48,0.00,1195.28,12.410,1.771,497.8,110.66,1.08,0.00,0.10,write,seq,8,10000000,1000,16,100,100,0
rocksdb,write_seq_10M_t8_b1000,PUT,2374334.77,4.212,3368.44,6976.98,207.13,2823.00,3607.00,5946.00,1065.00,181680.00,2786.70,3341.68,0.44,1595.31,16.061,1.301,282.6,207.48,1.44,0.00,0.19,write,seq,8,10000000,1000,16,100,100,0
rocksdb,write_seq_10M_t8_b1000,ITER,5188514.29,1.927,,,,,,,,2786.70,3341.68,0.44,1595.31,16.061,1.301,282.6,207.48,1.44,0.00,0.19,write,seq,8,10000000,1000,16,100,100,0
tidesdb,write_random_10M_t8_b1000,PUT,2587917.38,3.864,2776.30,952.93,34.32,2571.00,4781.00,5487.00,703.00,9455.00,2502.08,3030.69,0.00,1226.20,34.502,1.947,511.6,90.62,1.11,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
tidesdb,write_random_10M_t8_b1000,ITER,3068803.49,3.259,,,,,,,,2502.08,3030.69,0.00,1226.20,34.502,1.947,511.6,90.62,1.11,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
rocksdb,write_random_10M_t8_b1000,PUT,1789600.92,5.588,4468.63,8259.01,184.82,3895.00,5094.00,6461.00,1344.00,168175.00,2769.05,3533.88,0.07,1466.75,24.562,1.417,321.2,114.77,1.33,0.00,0.10,write,random,8,10000000,1000,16,100,100,0
rocksdb,write_random_10M_t8_b1000,ITER,3999939.20,2.500,,,,,,,,2769.05,3533.88,0.07,1466.75,24.562,1.417,321.2,114.77,1.33,0.00,0.10,write,random,8,10000000,1000,16,100,100,0
tidesdb,read_random_10M_t8_populate,PUT,2446528.67,4.087,2791.33,984.30,35.26,2558.00,4797.00,5527.00,646.00,6566.00,2500.47,3014.62,0.00,1222.59,34.575,1.932,498.8,90.39,1.11,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
tidesdb,read_random_10M_t8_populate,ITER,3095332.21,3.231,,,,,,,,2500.47,3014.62,0.00,1222.59,34.575,1.932,498.8,90.39,1.11,0.00,0.08,write,random,8,10000000,1000,16,100,100,0
tidesdb,read_random_10M_t8,GET,2631264.58,3.800,2.84,4.63,162.91,3.00,4.00,5.00,1.00,4010.00,1689.41,1949.64,0.00,0.00,27.600,3.662,549.2,90.39,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
tidesdb,read_random_10M_t8,ITER,8323165.20,1.201,,,,,,,,1689.41,1949.64,0.00,0.00,27.600,3.662,549.2,90.39,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
rocksdb,read_random_10M_t8_populate,PUT,2021470.85,4.947,3955.87,1662.93,42.04,3951.00,4776.00,5345.00,1063.00,49157.00,316.02,1357.86,0.02,1461.41,20.657,1.644,296.5,118.09,1.32,0.00,0.11,write,random,8,10000000,1000,16,100,100,0
rocksdb,read_random_10M_t8_populate,ITER,3887903.95,2.572,,,,,,,,316.02,1357.86,0.02,1461.41,20.657,1.644,296.5,118.09,1.32,0.00,0.11,write,random,8,10000000,1000,16,100,100,0
rocksdb,read_random_10M_t8,GET,1413669.13,7.074,5.31,2.40,45.13,5.00,9.00,13.00,1.00,1407.00,298.79,1311.41,0.00,85.93,53.803,7.368,646.8,86.11,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
rocksdb,read_random_10M_t8,ITER,6135699.59,1.630,,,,,,,,298.79,1311.41,0.00,85.93,53.803,7.368,646.8,86.11,0.00,0.00,0.00,read,random,8,10000000,1,16,100,100,0
tidesdb,mixed_random_5M_t8_b1000,PUT,2902944.69,1.722,2634.23,812.19,30.83,2577.00,4016.00,4920.00,757.00,7031.00,1286.49,1808.56,0.00,605.02,40.123,1.184,607.8,43.80,1.09,0.00,0.08,mixed,random,8,5000000,1000,16,100,100,0
tidesdb,mixed_random_5M_t8_b1000,GET,1648495.30,3.033,4.55,3.71,81.42,4.00,10.00,13.00,0.00,2313.00,1286.49,1808.56,0.00,605.02,40.123,1.184,607.8,43.80,1.09,0.00,0.08,mixed,random,8,5000000,1000,16,100,100,0
