engine,test_name,operation,ops_per_sec,duration_sec,avg_latency_us,stddev_us,cv_percent,p50_us,p95_us,p99_us,min_us,max_us,peak_rss_mb,peak_vms_mb,disk_read_mb,disk_write_mb,cpu_user_sec,cpu_sys_sec,cpu_percent,db_size_mb,write_amp,read_amp,space_amp,workload,pattern,threads,num_operations,batch_size,key_size,value_size,range_size,sync_enabled
tidesdb,write_seq_block,PUT,5034149.15,1.986,765.77,150.38,19.64,741.00,978.00,1255.00,495.00,4418.00,2484.24,2920.97,0.00,1214.30,8.855,1.464,338.8,110.57,1.10,0.00,0.10,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_block,ITER,9449170.08,1.058,,,,,,,,2484.24,2920.97,0.00,1214.30,8.855,1.464,338.8,110.57,1.10,0.00,0.10,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_btree,PUT,5207527.79,1.920,747.07,92.10,12.33,739.00,894.00,1047.00,541.00,1536.00,2668.45,2965.97,0.00,1250.75,7.104,1.754,344.1,1156.06,1.13,0.00,1.05,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_seq_btree,ITER,15309340.53,0.653,,,,,,,,2668.45,2965.97,0.00,1250.75,7.104,1.754,344.1,1156.06,1.13,0.00,1.05,write,seq,4,10000000,1000,16,100,100,0
tidesdb,write_random_block,PUT,1504173.78,6.648,2629.07,1358.50,51.67,2375.00,4795.00,5982.00,639.00,30623.00,1436.22,2109.81,0.00,1272.67,34.725,1.379,436.9,85.50,1.15,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_block,ITER,6197887.39,1.613,,,,,,,,1436.22,2109.81,0.00,1272.67,34.725,1.379,436.9,85.50,1.15,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_btree,PUT,1830146.65,5.464,2070.00,471.24,22.77,2043.00,2950.00,3590.00,716.00,5467.00,2554.59,2790.77,0.02,1646.46,23.979,5.146,318.8,1166.03,1.49,0.00,1.05,write,random,4,10000000,1000,16,100,100,0
tidesdb,write_random_btree,ITER,2724635.28,3.670,,,,,,,,2554.59,2790.77,0.02,1646.46,23.979,5.146,318.8,1166.03,1.49,0.00,1.05,write,random,4,10000000,1000,16,100,100,0
tidesdb,read_random_block_populate,PUT,1620874.27,6.170,2446.85,4364.28,178.36,2236.00,4042.00,4740.00,645.00,215946.00,1362.88,2059.19,0.00,1258.31,30.969,1.369,421.8,84.65,1.14,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,read_random_block_populate,ITER,6683183.04,1.496,,,,,,,,1362.88,2059.19,0.00,1258.31,30.969,1.369,421.8,84.65,1.14,0.00,0.08,write,random,4,10000000,1000,16,100,100,0
tidesdb,read_random_block,GET,66863.32,149.559,40.01,342.38,855.81,2.00,3.00,1733.00,0.00,236567.00,1693.84,1889.56,0.00,0.00,183.972,218.401,266.3,84.65,0.00,0.00,0.00,read,random,4,10000000,1,16,100,100,0
tidesdb,read_random_block,ITER,12905257.34,0.775,,,,,,,,1693.84,1889.56,0.00,0.00,183.972,218.401,266.3,84.65,0.00,0.00,0.00,read,random,4,10000000,1,16,100,100,0
